SpeciesAccepted,Kingdom.x,Phylum.x,Class,Order,Family,Genus,YearofDiscovery,YearGBIF,YearSACs,AntarcticRecordSource,expertAssignedBiogeography,autoGBIFBiogeogrClassAssign,expertAssignLifeform,Raunkieran,Hutchinsonian,Darwinean,Wallacean,Eltonian
Staurastrum coarctatum,Plantae,Chlorophyta,Zygnemaphyceae,Desmidiales,Desmidiaceae,Staurastrum,1856,,1856,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,0,0,0
Staurastrum subteliferum,Plantae,Chlorophyta,Zygnemaphyceae,Desmidiales,Desmidiaceae,Staurastrum,1886,,1886,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,0,0,0
Stauroforma exiguiformis,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Stauroforma,1993,,1993,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Global,UncertainAntartic,Free-living,0,0,0,0,0
Stauroforma inermis,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Stauroforma,1996,,1996,Sabbe K. Verleyen E. Hodgson D. A. Vanhoutte K. & Vyverman W. (2003). Benthic diatom flora of freshwater and saline lakes in the Larsemann Hills and Rauer Islands East Antarctica. Antarctic Science 15 227-248,Global,Endemic,Free-living,0,0,0,0,0
Stauroneis acidojarensis,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2014,,2014,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis anceps,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,1843,1992,1992,Sabbe K. Verleyen E. Hodgson D. A. Vanhoutte K. & Vyverman W. (2003). Benthic diatom flora of freshwater and saline lakes in the Larsemann Hills and Rauer Islands East Antarctica. Antarctic Science 15 227-248,Global,Cosmopolitan,Free-living,0,0,1,1,0
Stauroneis australobtusa,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2014,,2014,Zidarova R. Kopalová K. & Van de Vijver B. (2014). The genus Stauroneis (Bacillariophyta) from the South Shetland Islands and James Ross Island (Antarctica). Fottea Olomouc 14(2): 201-207 91 fig. 1 table,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis constricta,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,1843,,1843,Esposito R. M. M. et al. (2008). Inland diatoms from the McMurdo Dry Valleys and James Ross Island Antarctica. Botany 86 1378-1392,Global,UncertainAntartic,Free-living,0,0,1,0,0
Stauroneis delicata,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2014,,2014,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis husvikensis,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2004,,2004,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic and Sub-Antarctic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis jamesrossensis,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2014,,2014,Zidarova R. Kopalová K. & Van de Vijver B. (2014). The genus Stauroneis (Bacillariophyta) from the South Shetland Islands and James Ross Island (Antarctica). Fottea Olomouc 14(2): 201-207 91 fig. 1 table,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis latistauros,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2004,,2004,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic and Sub-Antarctic,Cosmopolitan,Free-living,0,0,1,0,0
Stauroneis minutula,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,1937,,1937,Kochman-Kedziora N Noga T Olech M Van de Vijver B. 2022. The influence of penguin activity on soil diatomassemblages on King George Island Antarctica with the description of a new Luticola species. PeerJ 10:e13624 DOI 10.7717/peerj.13624,Global,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis nikolayi,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2009,,2009,Zidarova R. Van De Vijver B. Mataloni G. Kopalova K. & Nedbalova L. (2009). Four new freshwater diatom species (Bacillariophyceae) from Antarctica. Cryptogamie Algologie 30(4): 295-310 76 fig. 1 table,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis pseudagrestis,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2004,,2004,Esposito R. M. M. et al. (2008). Inland diatoms from the McMurdo Dry Valleys and James Ross Island Antarctica. Botany 86 1378-1392,Global,UncertainAntartic,Free-living,0,0,0,0,0
Stauroneis pseudomuriella,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2004,,2004,Kochman-Kedziora N Noga T Olech M Van de Vijver B. 2022. The influence of penguin activity on soil diatomassemblages on King George Island Antarctica with the description of a new Luticola species. PeerJ 10:e13624 DOI 10.7717/peerj.13624,Antarctic and Sub-Antarctic,UncertainAntartic,Free-living,0,0,0,0,0
Stauroneis pseudoschimanskii,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2004,,2004,Chattová B. Cahová T. Pinseel E. et al. Diversity ecology and community structure of the terrestrial diatom flora from Ulu Peninsula (James Ross Island NE Antarctic Peninsula). Polar Biol 45 873–894 (2022),Antarctic and Sub-Antarctic,UncertainGlobally,Free-living,0,0,0,0,0
Stauroneis reichardtiopsis,SAR/Protist,Ochrophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,2014,,2014,Zidarova R. Kopalová K. & Van de Vijver B. (2014). The genus Stauroneis (Bacillariophyta) from the South Shetland Islands and James Ross Island (Antarctica). Fottea Olomouc 14(2): 201-207 91 fig. 1 table,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Staurosira circula,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,2002,,2002,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic and Sub-Antarctic,UncertainGlobally,Free-living,0,0,0,0,0
Staurosira pottiezii,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,2014,,2014,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic and Sub-Antarctic,UncertainGlobally,Free-living,0,0,0,0,0
Staurosira venter,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosira,1854,,1854,Jones V. J. Juggins S. & Ellis-Evans J. C. (1993). The relationship between water chemistry and surface sediment diatom assemblages in Maritime Antarctic lakes. Antarctic Science 5 339-348.,Global,UncertainAntartic,Free-living,0,0,1,0,0
Staurosirella antarctica,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,2014,,2014,Van de Vijver B. Morales E.A. & Kopalová K. (2014). Three new araphid diatoms (Bacillariophyta) from the Maritime Antarctic Region. Phytotaxa 167(3): 256-266 76 fig,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Staurosirella frigida,SAR/Protist,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Staurosirella,2014,,2014,Sterken M. Verleyen E. Jones V.J. Hodgson D.A. Vyverman W. Sabbe K. & Van de Vjver B. (2015). An illustrated and annotated checklist of freshwater diatoms (Bacillariophyta) from Livingston Signy and Beak Island (Maritime Antarctic Region). Plant Ecology and Evolution 148(3): 431-455,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Steinera intricata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Steinera,2017,,2017,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Steinera olechiana,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Steinera,2017,2015,2017,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,1,0
Stereocaulon antarcticum,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,1903,1965,1965,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Stereocaulon austroshetlandicum,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,2001,1987,2001,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,1,0
Stereocaulon glabrum,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,1903,1973,1973,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,1,0
Stereotydeus belli,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1902,,1902,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100507",Unclassified,Endemic,Free-living,0,0,1,0,0
Stereotydeus delicatus,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1967,1964,1967,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100508",Unclassified,Endemic,Free-living,0,0,1,1,0
Stereotydeus ineffabilis,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,2021,,2021,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100509",Unclassified,UncertainGlobally,Free-living,0,0,1,0,0
Stereotydeus intermedius,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1907,,1907,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100510",Unclassified,UncertainGlobally,Free-living,0,0,0,0,0
Stereotydeus meyeri,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1967,,1967,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100511",Unclassified,Endemic,Free-living,0,0,0,0,0
Stereotydeus nunatakis,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,2021,,2021,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100512",Unclassified,UncertainGlobally,Free-living,0,0,1,0,0
Stereotydeus punctatus,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1967,1964,1967,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100513",Unclassified,Endemic,Free-living,0,0,1,1,0
Stereotydeus reticulatus,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1970,,1970,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100514",Unclassified,Endemic,Free-living,0,0,0,0,0
Stereotydeus shoupi,Animalia,Arthropoda,Arachnida,Acarina,Penthalodidae,Stereotydeus,1967,1964,1967,"Brunetti C Siepel H Convey P Fanciulli PP Nardi F Carapelli A. Overlooked Species Diversity and Distribution in the Antarctic Mite Genus Stereotydeus. Diversity. 2021, 13(10):506. https://doi.org/10.3390/d13100515",Unclassified,Endemic,Free-living,0,0,1,1,0
Sterkiella histriomuscorum,SAR/Protist,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Sterkiella,1991,,1991,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,UncertainAntartic,Unclassified,0,0,1,0,0
Stichococcus bacillaris,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,1849,2005,2005,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,0
Stichococcus exiguus,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,1907,,1907,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,0,0,0
Stichococcus fragilis,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,1907,,1907,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,1,0,0
Stichococcus minutus,Plantae,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae,Stichococcus,1932,,1932,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Unclassified,0,0,1,0,0
Surirella australovisurgis,SAR/Protist,Ochrophyta,Bacillariophiceae,Surirellales,Surirellaceae,Surirella,2013,,2013,Van de Vijver B. Cocquyt C. Haan M. de Kopalová K. & Zidarova R. (2013). The genus Surirella (Bacillariophyta) in the sub-Antarctic and maritime Antarctic region. Diatom Research 28(1): 93-108 66 fig. 2 tables,Antarctic Endemic,UncertainGlobally,Free-living,0,0,0,0,0
Symmetrospora marina,Fungi,Basidiomycota,Cystobasidiomycetes,incerta,Symmetrosporaceae,Symmetrospora,2015,2013,2013,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,Cosmopolitan,Non-lichenized,0,0,1,1,0
Syncephalis obconica,Fungi,Zygomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,1962,,1962,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Tachysoma pellionellum,SAR/Protist,Ciliophora,Hypotrichea,Oxytrichida,Oxytrichidae,Tachysoma,1773,2011,2011,Thompson A. Powell G. & Adams B. (2019). Provisional checklist of terrestrial heterotrophic protists from Antarctica. Antarctic Science 31(6) 287-303. doi:10.1017/S0954102019000361,Unclassified,Cosmopolitan,Unclassified,0,0,1,1,0
Talaromyces diversus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,2011,,2011,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Talaromyces marneffei,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,2011,,2011,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainAntartic,Non-lichenized,0,0,1,0,0
Tephromela atra,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,1983,,1983,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Unclassified,UncertainGlobally,Unclassified,0,0,1,0,0
Tephromela disciformis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,2001,1997,2001,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,1,0
Tephromela minor,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,2001,1989,2001,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,1,0
Tephromela parasitica,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,2004,,2004,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Symbiont,0,0,0,0,0
Tephromela variabilis,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,2001,1974,2001,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Symbiont,0,0,0,1,0
Teratocephalus pseudolirellus,Animalia,Nematoda,Chromadorea,Rhabditida,Teratocephalidae,Teratocephalus,1979,1970,1979,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,0,1,0
Teratocephalus rugosus,Animalia,Nematoda,Chromadorea,Rhabditida,Teratocephalidae,Teratocephalus,1979,,1979,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Endemic,Free-living,0,0,0,1,0
Tetrabaena socialis,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Volvocaceae,Tetrabaena,1994,,1994,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,1,0,0
Tetrabothrius cylindraceus,Animalia,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,Tetrabothrius,1819,1912,1912,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Parasite,0,0,0,1,0
Tetrabothrius joubini,Animalia,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,Tetrabothrius,1912,,1912,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Parasite,0,0,0,0,0
Tetrabothrius kowalewskii,Animalia,Platyhelminthes,Cestoda,Tetrabothriidea,Tetrabothriidae,Tetrabothrius,1917,,1917,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Parasite,0,0,0,0,0
Tetracystis fissurata,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Chlorococcaceae,Tetracystis,1984,,1984,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Unclassified,0,0,0,0,0
Tetradesmus lagerheimii,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Scenedesmaceae,Tetradesmus,2016,,2016,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainAntartic,Unclassified,0,0,0,0,0
Tetraedron minimum,Plantae,Chlorophyta,Chlorophyceae,Chlorellales,Chlorellaceae,Tetraedron,1888,,1888,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Unclassified,0,0,1,0,0
Tetramelas anisomerus,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2018,,2018,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Cosmopolitan,Symbiont,0,0,0,1,0
Tetramelas cladocarpizus,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2018,2005,2018,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Endemic,Symbiont,0,0,0,1,0
Tetramelas darbishirei,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2018,2010,2018,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Endemic,Symbiont,0,0,0,1,0
Tetramelas filsonii,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2019,,2019,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Symbiont,0,0,0,0,0
Tetramelas granulosus,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2004,1973,1973,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Cosmopolitan,Symbiont,0,0,0,1,0
Tetramelas inordinatus,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2018,1973,1973,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,0,1,0
Tetramelas lokenensis,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2019,,2019,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,UncertainGlobally,Symbiont,0,0,0,0,0
Tetramelas nelsonii,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2018,,2018,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Endemic,Symbiont,0,0,0,1,0
Tetramelas subpedicellatus,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Tetramelas,2018,,2018,Øvstedal D.O. and R. I. Lewis Smith 2001. Lichens of Antarctica and South Georgia. A guide to their identifi cation and ecology . Cambridge University Press Cambridge UK,Antarctic Endemic,Endemic,Symbiont,0,0,0,1,0
Thalassoascus cystoseirae,Fungi,Ascomycota,Dothidemycetes,Pleosporales,Pleosporaceae,Thalassoascus,1981,,1981,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,0
Thalassoascus lessoniae,Fungi,Ascomycota,Dothidemycetes,Pleosporales,Pleosporaceae,Thalassoascus,1981,,1981,Bridge P Spooner BM Roberts P (2010) List of non-lichenized fungi from the Antarctic region. https://data.bas.ac.uk/full-record.php?id=GB/NERC/BAS/PDC/00235.,Unclassified,UncertainGlobally,Non-lichenized,0,0,0,0,0
Thamnolecania brialmontii,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thamnolecania,1933,1977,1977,Antarctic Biodiversity Digital Database. Wauchope H. Shaw J.D. & Terauds A. A snapshot of biodiversity protection in Antarctica. Nat Commun 10 946 (2019).,Unclassified,Cosmopolitan,Symbiont,0,0,1,0,0
